hardware_joint_id,hardware_joint_name,mujoco_joint_name,hardware_zero,mujoco_zero,sign,encoder_offset,hardware_min,hardware_max,hardware_limit_unit,mujoco_min,mujoco_max,mujoco_limit_unit,hardware_group,hardware_group_index,notes,field_test_min,field_test_max,field_test_unit,field_test_coordinate_relation,field_test_evidence_source,array_index_status,array_index_evidence_source,hardware_mujoco_mapping_status,hardware_mujoco_mapping_evidence_source,live_array_length,live_array_length_source,live_joint_name,live_joint_name_source,live_joint_name_field_status,live_schema_evidence_source,effort_definition,effort_definition_source
UNKNOWN,right_shoulder_yaw,right_shoulder_yaw_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-146.5,146.5,deg,-2.556908,2.556908,rad,arm,9,Canonical label from official left-first arm array order; Phase2B live index 9 name right_shoulder_yaw_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,-146.448,146.448,deg,NOT_ESTABLISHED,"FIELD_TEST_EVIDENCE: operator-supplied soft-engineer arm limits and Agentech.heart() endpoint observations, 2026-08-11",CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[14],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,right_shoulder_yaw_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""right_shoulder_yaw_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,right_elbow,right_elbow_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-135,0,deg,-2.356194,0,rad,arm,10,Canonical label from official left-first arm array order; Phase2B live index 10 name right_elbow_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,-134.965,0,deg,NOT_ESTABLISHED,"FIELD_TEST_EVIDENCE: operator-supplied soft-engineer arm limits and Agentech.heart() endpoint observations, 2026-08-11",CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[14],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,right_elbow_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""right_elbow_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,right_wrist_yaw,right_wrist_yaw_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-146.5,146.5,deg,-2.556908,2.556908,rad,arm,11,Canonical label from official left-first arm array order; Phase2B live index 11 name right_wrist_yaw_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,-146.448,146.448,deg,NOT_ESTABLISHED,"FIELD_TEST_EVIDENCE: operator-supplied soft-engineer arm limits and Agentech.heart() endpoint observations, 2026-08-11",CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[14],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,right_wrist_yaw_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""right_wrist_yaw_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,right_wrist_pitch,right_wrist_pitch_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-33,33,deg,-0.575959,0.575959,rad,arm,12,Canonical label from official left-first arm array order; Phase2B live index 12 name right_wrist_pitch_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,-31.971,31.971,deg,NOT_ESTABLISHED,"FIELD_TEST_EVIDENCE: operator-supplied soft-engineer arm limits and Agentech.heart() endpoint observations, 2026-08-11",CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[14],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,right_wrist_pitch_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""right_wrist_pitch_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,right_wrist_roll,right_wrist_roll_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-86.5,41.5,deg,-0.724312,1.509710,rad,arm,13,Canonical label from official left-first arm array order; current MJCF range contains an unverified mirrored-side assumption; Phase2B live index 13 name right_wrist_roll_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,-41.482,90.012,deg,LEFT_RIGHT_MIRRORED,"FIELD_TEST_EVIDENCE: operator-supplied soft-engineer arm limits and Agentech.heart() endpoint observations, 2026-08-11",CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[14],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,right_wrist_roll_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""right_wrist_roll_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,waist_yaw,waist_yaw_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-196.5,126.5,deg,-3.429572,2.207842,rad,waist,0,Official semantic name used; index hardware-reported name and effort semantics remain UNKNOWN; Phase2B live index 0 name waist_yaw_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[3],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,waist_yaw_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""waist_yaw_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,waist_pitch,waist_pitch_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-18,18,deg,-0.314159,0.314159,rad,waist,1,Official semantic name used; index hardware-reported name and effort semantics remain UNKNOWN; Phase2B live index 1 name waist_pitch_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[3],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,waist_pitch_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""waist_pitch_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,waist_roll,waist_roll_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-28,28,deg,-0.488692,0.488692,rad,waist,2,Official semantic name used; index hardware-reported name and effort semantics remain UNKNOWN; Phase2B live index 2 name waist_roll_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[3],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,waist_roll_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""waist_roll_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,left_hip_pitch,left_hip_pitch_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-146.5,146.5,deg,-2.556908,2.556908,rad,leg,0,Canonical label from official left-first leg array order; Phase2B live index 0 name left_hip_pitch_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[12],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,left_hip_pitch_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""left_hip_pitch_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,left_hip_roll,left_hip_roll_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-13.5,166.5,deg,-0.235619,2.905973,rad,leg,1,Canonical label from official left-first leg array order; Phase2B live index 1 name left_hip_roll_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[12],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,left_hip_roll_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""left_hip_roll_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,left_hip_yaw,left_hip_yaw_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,-196.5,96.5,deg,-1.684242,3.429572,rad,leg,2,Canonical label from official left-first leg array order; current MJCF range contains an unverified mirrored/axis assumption; Phase2B live index 2 name left_hip_yaw_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[12],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,left_hip_yaw_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""left_hip_yaw_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
UNKNOWN,left_knee,left_knee_joint,UNKNOWN,0,UNKNOWN,UNKNOWN,0,138,deg,0,2.408554,rad,leg,3,Canonical label from official left-first leg array order; Phase2B live index 3 name left_knee_joint confirmed by passive capture; hardware ID/zero/sign/encoder offset remain UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED_BY_LIVE_NAME,Live JointState.name at this index in calibration/evidence/x2_phase2b_static_capture.txt,CONFIRMED_NAME_MATCH_ONLY,Live hardware JointState.name exactly equals current MuJoCo joint name; direction and zero remain unverified,[12],READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,left_knee_joint,READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,"POPULATED:[""left_knee_joint""]",READ_ONLY_CAPTURE: calibration/evidence/x2_phase2b_static_capture.txt,TORQUE_N_M_DOCUMENTED; PHYSICAL_ORIGIN_UNKNOWN,https://x2-aimdk.agibot.com/en/v0.9.0/Interface/control_mod/joint_control.html
